12/05/2017 11:48,model=SM-G950F_device=dreamlte,?,?,?,3,1c:b9:c4:15:ed:b8,IT-MNG,1,-81,8c:0c:90:ae:16:83, ,11,-86,1c:b9:c4:16:ed:3c,Ariel_University,44,-91,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:48,model=SM-G950F_device=dreamlte,?,?,?,8,1c:b9:c4:15:ed:b8,IT-MNG,1,-73,1c:b9:c4:15:ed:bc,IT-MNG,48,-79,1c:b9:c4:96:ed:47, ,36,-80,1c:b9:c4:16:e5:a8,Ariel_University,6,-85,8c:0c:90:6e:16:88, ,11,-87,1c:b9:c4:95:1c:b7, ,36,-88,1c:b9:c4:16:28:ec,Ariel_University,36,-88,1c:b9:c4:96:28:e7, ,36,-89
12/05/2017 11:48,model=SM-G950F_device=dreamlte,?,?,?,7,1c:b9:c4:16:ed:48,Ariel_University,6,-57,1c:b9:c4:15:ed:bc,IT-MNG,48,-65,1c:b9:c4:95:ed:b7, ,48,-65,1c:b9:c4:16:ed:4c,Ariel_University,36,-68,1c:b9:c4:15:ed:b8,IT-MNG,1,-68,1c:b9:c4:16:28:e8,Ariel_University,1,-88,8c:0c:90:2e:16:88,Ariel_University,11,-89,,,,
12/05/2017 11:48,model=SM-G950F_device=dreamlte,?,?,?,1,1c:b9:c4:15:ed:bc,IT-MNG,48,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:48,model=SM-G950F_device=dreamlte,?,?,?,2,8c:0c:90:2e:16:88,Ariel_University,11,-80,8c:0c:90:6e:16:88, ,11,-82,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:48,model=SM-G950F_device=dreamlte,?,?,?,6,8c:0c:90:ae:16:83, ,11,-69,1c:b9:c4:15:1c:b8,Ariel_University,1,-70,8c:0c:90:2e:16:88,Ariel_University,11,-70,8c:0c:90:6e:16:88, ,11,-71,1c:b9:c4:15:1c:bc,Ariel_University,36,-77,30:e1:71:0d:e0:63,DIRECT-61-HP DeskJet 3630 series,6,-80,,,,,,,,
12/05/2017 11:48,model=SM-G950F_device=dreamlte,?,?,?,4,30:e1:71:0d:e0:63,DIRECT-61-HP DeskJet 3630 series,6,-69,1c:b9:c4:95:1c:b7, ,36,-82,1c:b9:c4:14:2b:8c,Ariel_University,44,-88,c0:4a:00:71:ee:ee,Onicom,9,-90,,,,,,,,,,,,,,,,
12/05/2017 11:48,model=SM-G950F_device=dreamlte,?,?,?,5,30:e1:71:0d:e0:63,DIRECT-61-HP DeskJet 3630 series,6,-62,8c:0c:90:6e:16:88, ,11,-65,1c:b9:c4:16:e5:ac,Ariel_University,36,-83,1c:b9:c4:16:28:ec,Ariel_University,36,-83,1c:b9:c4:96:28:e7, ,36,-84,,,,,,,,,,,,
12/05/2017 11:48,model=SM-G950F_device=dreamlte,?,?,?,2,8c:0c:90:2e:16:88,Ariel_University,11,-64,1c:b9:c4:96:e5:a7, ,36,-83,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,?,?,?,6,8c:0c:90:ae:16:83, ,11,-64,1c:b9:c4:16:e5:a8,Ariel_University,6,-78,1c:b9:c4:14:2b:8c,Ariel_University,44,-82,1c:b9:c4:94:2b:87, ,44,-83,1c:b9:c4:96:f1:57, ,52,-87,1c:b9:c4:16:f1:5c,Ariel_University,52,-87,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,?,?,?,2,40:a5:ef:7a:17:f2,2.4V1,1,-88,14:ae:db:58:0d:6d,__ery,11,-89,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,?,?,?,4,1c:b9:c4:16:28:e8,Ariel_University,1,-79,ec:8c:a2:26:d3:68,Ariel_University,11,-87,1c:b9:c4:16:12:e8,Ariel_University,1,-90,1c:b9:c4:16:13:08,Ariel_University,11,-90,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,?,?,?,3,8c:0c:90:2e:16:88,Ariel_University,11,-58,8c:0c:90:6e:16:88, ,11,-60,00:25:86:cc:00:f8,AUC_54_R,5,-91,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,?,?,?,3,8c:0c:90:ae:16:83, ,11,-59,00:25:86:cc:00:f8,AUC_54_R,5,-84,00:25:86:cc:07:b2,KCG_54,2,-86,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,?,?,?,2,78:11:dc:1a:cf:d0,TamiRacheli,8,-89,00:02:6f:b8:c4:1a, ,11,-91,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,?,?,?,3,1c:b9:c4:16:1d:7c,Ariel_University,44,-61,1c:b9:c4:15:fd:4c,Ariel_University,36,-77,ec:8c:a2:26:d2:c8,Ariel_University,11,-89,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,?,?,?,2,10:0d:7f:99:32:5e,Bezeq-n_325E,11,-75,ec:8c:a2:26:d3:68,Ariel_University,11,-78,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,?,?,?,3,ec:8c:a2:26:d3:68,Ariel_University,11,-73,24:c9:a1:35:a5:e8,Ariel_University,6,-89,1c:b9:c4:16:05:38,Ariel_University,11,-90,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,?,?,?,6,1c:b9:c4:16:05:38,Ariel_University,11,-81,1c:b9:c4:16:cc:dc,Ariel_University,36,-82,1c:b9:c4:96:cc:d7, ,36,-84,b2:6c:ac:a0:3d:eb,sinusafe,3,-85,1c:b9:c4:15:23:58,Ariel_University,6,-85,00:02:6f:8e:64:67, ,1,-88,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,?,?,?,4,00:27:22:f3:bb:2b, ,6,-67,a2:6c:ac:a0:3d:eb,giftwizard,3,-86,1c:b9:c4:15:23:5c,Ariel_University,36,-88,c4:12:f5:fd:6a:74,mati-sh1,9,-90,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,?,?,?,5,00:27:22:f3:bb:2b, ,6,-60,00:02:6f:8e:64:67, ,1,-75,90:6c:ac:a0:3d:eb,Guest,3,-85,8c:0c:90:2f:ca:18,Ariel_University,1,-85,1c:b9:c4:95:23:57, ,36,-89,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,?,?,?,2,a2:6c:ac:9f:fb:1f,Neuropplied,1,-84,c2:6c:ac:9f:fb:1f,shapedo,1,-88,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,?,?,?,2,00:02:6f:b8:c4:1a, ,11,-84,90:6c:ac:9f:f1:c5,CliClap,2,-86,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,?,?,?,1,1c:b9:c4:16:cc:d8,Ariel_University,1,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:50,model=SM-G950F_device=dreamlte,?,?,?,2,a0:8c:fd:0a:24:56,DIRECT-13-HP DeskJet 3630 series,6,-76,ec:8c:a2:26:d3:c8,Ariel_University,6,-89,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:50,model=SM-G950F_device=dreamlte,?,?,?,4,ec:8c:a2:26:d3:68,Ariel_University,11,-59,1c:b9:c4:95:fd:47, ,36,-78,ec:8c:a2:26:b0:e8,Ariel_University,6,-83,f0:b0:52:3e:d6:f8,Ariel_University,11,-90,,,,,,,,,,,,,,,,
12/05/2017 11:50,model=SM-G950F_device=dreamlte,?,?,?,4,1c:b9:c4:16:cc:dc,Ariel_University,36,-70,1c:b9:c4:16:cc:d8,Ariel_University,1,-75,18:d6:c7:ad:25:1a, ,13,-88,90:f6:52:05:24:78,ahmad,9,-92,,,,,,,,,,,,,,,,
12/05/2017 11:50,model=SM-G950F_device=dreamlte,?,?,?,2,1c:b9:c4:96:1d:77, ,44,-65,00:27:22:f3:e0:83, ,11,-89,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:50,model=SM-G950F_device=dreamlte,?,?,?,1,8c:0c:90:2d:79:88,Ariel_University,1,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:50,model=SM-G950F_device=dreamlte,?,?,?,1,00:25:86:cc:00:f8,AUC_54_R,5,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:50,model=SM-G950F_device=dreamlte,?,?,?,2,8c:0c:90:ae:16:83, ,11,-54,fc:3f:db:9c:43:33,DIRECT-32-HP DeskJet 3630 series,6,-89,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:50,model=SM-G950F_device=dreamlte,?,?,?,1,14:ae:db:58:0d:6d,__ery,11,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:50,model=SM-G950F_device=dreamlte,?,?,?,5,1c:b9:c4:16:e5:ac,Ariel_University,36,-77,1c:b9:c4:96:e5:a7, ,36,-78,1c:b9:c4:96:f1:57, ,52,-75,1c:b9:c4:16:f1:5c,Ariel_University,52,-75,1c:b9:c4:16:f1:58,Ariel_University,6,-88,,,,,,,,,,,,
