time,id,lon,lat,alt,size,mac0,ssid0,channel0,signal0,mac1,ssid1,channel1,signal1,mac2,ssid2,channel2,signal2,mac3,ssid3,channel3,signal3,mac4,ssid4,channel4,signal4,mac5,ssid5,channel5,signal5,mac6,ssid6,channel6,signal6,mac7,ssid7,channel7,signal7,mac8,ssid8,channel8,signal8,mac9,ssid9,channel9,signal9,
2017-10-31 10:26:18,GT-I9500,34.9879644454481,32.1374749741613,47.5119947331826,8,c4:12:f5:85:03:b9,256_8503b3,2,-76,c4:12:f5:85:4f:df,Biber2,1,-79,c4:12:f5:85:4f:de,Biber1,60,-80,c4:12:f5:85:03:b8,256_8503b3_5G,48,-83,62:37:73:e4:f7:07,Bezeq Free,1,-85,74:da:38:ae:67:bb,Feldman_ext,6,-85,04:8d:38:7e:cf:a6,Avi_123,5,-88,80:37:73:e4:f7:06,brafman2_2.4,1,-88,
2017-10-31 10:26:21,GT-I9500,34.9881520041904,32.1377246464064,92.705730434229,2,c4:12:f5:85:03:b8,256_8503b3_5G,48,-76,f4:f2:6d:88:67:31,Zis,10,-88,
2017-10-31 10:26:22,GT-I9500,34.9882748210541,32.1378214163929,98.0335846097906,3,c4:12:f5:85:03:b9,256_8503b3,2,-55,c4:12:f5:85:03:b8,256_8503b3_5G,48,-68,74:da:38:47:8b:98,Edimax,6,-88,
2017-10-31 10:26:39,GT-I9500,34.9884148807809,32.1377520851091,97.6581125044875,1,f4:28:53:2d:bf:e4,TOTOLINK_2dbfe4,9,-88,
2017-10-31 10:26:46,GT-I9500,34.9883929591709,32.1377297082733,96.4620956156649,1,74:da:38:ae:67:bb,Feldman_ext,6,-79,
2017-10-31 10:26:52,GT-I9500,34.9883929591709,32.1377297082733,91.3563602028293,2,62:44:01:3a:56:43,Bezeq Free,11,-85,74:44:01:3a:56:42,Bezeq-n_5642,11,-88,
2017-10-31 10:27:12,GT-I9500,34.98836792886,32.1377092948486,93.2266497880974,1,c4:12:f5:85:4f:df,Biber2,1,-73,
2017-10-31 10:27:18,GT-I9500,34.9883678894292,32.1377183460632,93.1636682844963,1,f4:f2:6d:88:67:31,Zis,10,-82,
2017-10-31 10:27:38,GT-I9500,34.9883657809324,32.1377380760915,93.7326394629645,1,fc:15:b4:62:4d:bf,HP-Print-BF-Officejet 6700,1,-88,
2017-10-31 10:27:51,GT-I9500,34.9883679494323,32.1377313624451,93.9397610529725,1,80:37:73:e4:f7:06,brafman2_2.4,1,-82,
2017-10-31 10:28:05,GT-I9500,34.9883727901401,32.1377106014667,95.3538411692458,1,04:8d:38:7e:cf:a6,Avi_123,5,-82,
2017-10-31 10:28:16,GT-I9500,34.9883745955361,32.1377060220582,96.2594115683195,1,f4:28:53:2d:bf:e4,TOTOLINK_2dbfe4,9,-82,
2017-10-31 10:28:18,GT-I9500,34.9883741561942,32.1377026048304,96.2037000862251,1,c4:12:f5:85:4f:df,Biber2,1,-67,
2017-10-31 10:31:14,GT-I9500,34.9884412368421,32.1374604246697,94.1227663866881,1,74:44:01:3a:56:42,Bezeq-n_5642,11,-82,
2017-10-31 10:32:03,GT-I9500,34.9883517505993,32.1375730902194,94.8259070697984,1,62:37:73:e4:f7:07,Bezeq Free,1,-76,
09/11/2017 13:09,yishay,35.20891788,32.10350207,676.5159623,10,ec:8c:a2:08:94:1c,Ariel_University,40,-64,ec:8c:a2:08:94:18,Ariel_University,1,-67,1c:b9:c4:12:7c:cc,Ariel_University,36,-80,1c:b9:c4:92:7c:c7,,36,-81,8c:0c:90:2e:16:88,Ariel_University,8,-82,ec:8c:a2:08:78:cc,Ariel_University,40,-84,1c:b9:c4:16:d2:8c,Ariel_University,44,-85,1c:b9:c4:16:13:08,Ariel_University,11,-85,1c:b9:c4:16:28:ec,Ariel_University,36,-85,8c:0c:90:6e:16:88,,8,-85,
09/11/2017 13:10,yishay,35.20891124,32.10343206,685.6544214,4,1c:b9:c4:12:7c:c8,Ariel_University,11,-76,ec:8c:a2:88:94:17,,40,-78,ec:8c:a2:08:78:c8,Ariel_University,6,-85,c4:12:f5:85:12:7d,Si_2.4G,5,-88,
09/11/2017 13:11,yishay,35.20889902,32.10339741,686.0590081,10,ec:8c:a2:08:94:18,Ariel_University,1,-61,1c:b9:c4:12:7c:c8,Ariel_University,11,-70,ec:8c:a2:88:94:17,,40,-72,1c:b9:c4:16:28:ec,Ariel_University,36,-76,ec:8c:a2:88:78:c7,,40,-80,c4:12:f5:85:12:7d,Si_2.4G,5,-82,1c:b9:c4:16:28:e8,Ariel_University,1,-82,1c:b9:c4:16:d2:88,Ariel_University,11,-82,1c:b9:c4:12:90:b8,Ariel_University,11,-85,1c:b9:c4:96:d2:87,,44,-85,
09/11/2017 13:12,yishay,35.20883679,32.10342428,687.269037,10,00:1a:dd:f5:cb:a5,Afikim_Wifi,11,-55,ec:8c:a2:08:78:3c,Ariel_University,40,-69,ec:8c:a2:08:7a:1c,Ariel_University,36,-72,ec:8c:a2:08:78:38,Ariel_University,1,-73,1c:b9:c4:16:d2:88,Ariel_University,11,-74,ec:8c:a2:09:0c:c8,Ariel_University,1,-76,ec:8c:a2:08:7a:18,Ariel_University,1,-76,a0:4f:d4:3b:e9:01,Lidor a,6,-76,ec:8c:a2:08:78:c8,Ariel_University,6,-76,ec:8c:a2:08:78:3c,Ariel_University,40,-78,
09/11/2017 13:13,yishay,35.20817456,32.10348629,688.1047528,10,ec:8c:a2:08:7a:18,Ariel_University,1,-58,ec:8c:a2:08:7a:1c,Ariel_University,36,-60,ec:8c:a2:26:ae:28,Ariel_University,6,-61,ec:8c:a2:09:03:38,Ariel_University,1,-61,00:1a:dd:f5:c1:64,,9,-61,00:1a:dd:f5:c1:65,Afikim_Wifi,9,-61,ec:8c:a2:08:78:38,Ariel_University,1,-61,ec:8c:a2:26:b0:58,Ariel_University,11,-64,ec:8c:a2:08:a9:28,Ariel_University,11,-64,cc:d2:9b:9f:15:97,Mirror Link 1597,6,-64,
09/11/2017 13:14,yishay,35.20760254,32.10349742,682.4139997,10,ec:8c:a2:26:b0:58,Ariel_University,11,-43,ec:8c:a2:26:ae:28,Ariel_University,6,-49,ec:8c:a2:26:b0:58,Ariel_University,11,-52,ec:8c:a2:26:b0:58,Ariel_University,11,-58,ec:8c:a2:08:ab:d8,Ariel_University,1,-61,1c:b9:c4:15:36:78,Ariel_University,1,-64,ec:8c:a2:0a:08:b8,Ariel_University,6,-67,1c:b9:c4:15:36:88,Ariel_University,6,-70,a0:8c:fd:0a:14:5b,DIRECT-F1-HP DeskJet 3630 series,6,-70,ec:8c:a2:08:77:48,Ariel_University,6,-70,
